供应商名称,诚信通年数,诚信等级,累计成交数,累计买家数,重复购买率,退货率,产品名称,产品价格,产品评论量,产品评论等级,产品交易量,产品网址
义乌市喜上喜电子商务商行,2,BBB级,860,297,30.07%,6.00%,75W大功率手提式车载吸尘器迷你便携式汽车干湿两用除尘器吸尘器,8.90,0,0.0,0,https://detail.1688.com/offer/570666863931.html
上海善贝电子科技有限公司,3,AA级,557,193,30.53%,4.00%,一件代发220V转12V电源转换器8A车载点烟器吸尘器车载转家用,24.00,1,5.0,1546,https://detail.1688.com/offer/553320855533.html
广州市檀橙贸易有限公司,6,AA级,59,56,5.66%,11.00%,美的U5-L021C无线吸尘器家用车载大功率强力手持立式充电式除螨仪,679.00,7,5.0,0,https://detail.1688.com/offer/536228052645.html
平阳县晨旭贸易商行,3,A级,740,319,26.51%,6.00%,厂家直销点烟式吸尘器车载吸尘器干湿两用家用多功能吸尘器,24.00,0,0.0,0,https://detail.1688.com/offer/553287730168.html
苏州市普兰特贸易有限公司,4,AAA级,2135,937,14.40%,3.00%,变形金刚大黄蜂系列12V大功率便携式车载吸尘器干湿两用大吸力,39.00,6,5.0,1,https://detail.1688.com/offer/551959182587.html
义乌市格晖电子科技有限公司,8,AAA级,2915,834,12.14%,2.00%,直销现货汽车吸尘器车用多功能四合一吸尘器120W车载吸尘器,89.10,3,5.0,10,https://detail.1688.com/offer/575389022492.html
余姚市猫科电器有限公司,3,AA级,2942,603,23.75%,6.00%,多功能无线车载吸尘器车家干湿两用洗车充气照明吸尘四合一吸尘机,40.00,12,2.1,1,https://detail.1688.com/offer/581746553075.html
深圳市宝安区恒风行百货商行,4,A级,292,245,9.58%,4.00%,苏泊尔吸尘器家用VCS55A-01无线吸尘器大吸力无绳吸尘器车载手持,468.00,0,0.0,0,https://detail.1688.com/offer/609242383584.html
宁波泰博斯电器有限责任公司,6,A级,548,210,22.97%,8.00%,吸尘器家用小型便携式车载吸尘器手持大功率真空吸尘机干湿两用,129.00,5,5.0,10,https://detail.1688.com/offer/597044780689.html
深圳欧拓力贸易有限公司,3,A级,41,10,10.00%,5.00%,美国固特异车载吸尘器大功率汽车吸尘器干湿两用车内车用强吸力,198.00,0,0.0,0,https://detail.1688.com/offer/581119057980.html
深圳市伍城科技有限公司,5,A级,13664,1714,29.00%,7.00%,卡斐乐车载吸尘器120W无线充电式多功能干湿车家两用超强吸力大,57.00,2,4.0,2,https://detail.1688.com/offer/595843014987.html
余姚市日亿电器有限公司,7,A级,8695,182,20.00%,3.00%,24V货车车载吸尘器车用家用24v超强吸力迷你大功率干湿两用特价,39.00,2,2.9,3,https://detail.1688.com/offer/520208425284.html
临沂市兰山区正赢厨具商行,2,A级,691,349,34.01%,3.00%,大功率车载吸尘器干湿两用强吸力120W车载吸尘器便携式手持吸尘器,7.20,0,0.0,20,https://detail.1688.com/offer/608626362999.html
余姚市劳卡电器厂,3,BBB级,4,2,50.00%,25.00%,120超大功率车载吸尘器车用吸尘器/吸尘器,19.00,1,5.0,0,https://detail.1688.com/offer/567821235901.html
义乌市卡昂汽车用品有限公司,4,AA级,484,158,35.03%,6.00%,汽车吸尘器120W无线车载吸尘器12V大功率便携式车用家用吸尘器,35.00,1,5.0,0,https://detail.1688.com/offer/581520677197.html
义乌市驰善汽车用品厂,5,AAA级,5913,1992,31.74%,3.00%,跨境车载吸尘器充气泵干湿两用(测压照明)四合一汽车用用品驰善,65.00,813,5.0,31,https://detail.1688.com/offer/525787858955.html
台州市吾悦工贸有限公司,1,BBB级,64,48,12.82%,2.00%,车行天下车载吸尘器便捷大功率强吸力手持式汽车多功能充气泵,160.00,15,5.0,13,https://detail.1688.com/offer/601316952431.html
北京众诚联和科技发展有限公司,3,AA级,273,185,22.40%,12.00%,牧田吸尘器10.8V家用充电式除尘器CL100DWZ汽车车载静音便携工具,194.00,0,0.0,0,https://detail.1688.com/offer/588144109896.html
东莞市凤岗全记塑胶制品厂,6,BBB级,0,0,0.00%,100.00%,车载吸尘器定制车载吸尘器生产厂家车载吸尘器价格,28.50,0,0.0,0,https://detail.1688.com/offer/520684672869.html
义乌市苏楠汽车用品有限公司,5,AA级,262,183,21.91%,2.00%,新款车载吸尘器创意便携强力吸尘器大功率家用手提干湿吸尘器,17.00,0,0.0,0,https://detail.1688.com/offer/537875000953.html
义乌市智谦汽车用品有限公司,5,AAA级,3611,1538,27.42%,3.00%,车载车用海帕吸尘器12V强吸力大功率120W干湿两用手持便携吸尘器,4.58,457,5.0,117,https://detail.1688.com/offer/538194182546.html
义乌市顶顺贸易有限公司,2,A级,63,44,23.81%,5.00%,直销车用吸尘器干湿两用车载吸尘器定制LOGO大蓝白汽车吸尘器,7.50,0,0.0,0,https://detail.1688.com/offer/588475316883.html
深圳市福田区新冠成电子商行,3,AA级,396,188,31.91%,5.00%,顺造x小米有品随手吸尘器手持无线车载小型超强大吸力充电吸尘器,199.00,0,0.0,0,https://detail.1688.com/offer/605144736209.html
深圳青蓝数码科技有限公司,3,A级,161,73,34.25%,3.00%,小米Xiaomi原装清蜓便携车载吸尘器除尘机器汽车净化器,185.00,5,5.0,0,https://detail.1688.com/offer/587905539041.html
深圳市林臻科技有限公司,3,BBB级,15,10,20.00%,12.00%,跨境车载吸尘器USB无线充电式干湿两用净化器大功率除尘清洁器,165.00,0,0.0,0,https://detail.1688.com/offer/607747075938.html
余姚市路特驰汽车用品厂,5,A级,24,14,42.86%,4.00%,新款大功率四合一干湿两用车载吸尘器充气泵带灯吸尘器.,88.00,1,5.0,0,https://detail.1688.com/offer/553215260408.html
平阳县铠璇工艺品商行,4,AA级,490,180,48.04%,2.00%,手提大功率干湿吹多用车载强吸力车载汽车吸尘器家用点烟式车用,22.70,131,5.0,0,https://detail.1688.com/offer/559936241879.html
余姚市新峰工具有限公司,17,A级,7,1,100.00%,14.00%,车载吸尘器汽车12V干湿两用吸尘器车用点烟头式吸尘器,30.00,0,0.0,0,https://detail.1688.com/offer/523788736820.html
深圳市信恒通信有限公司,4,A级,121,83,14.46%,25.00%,倍思太空舱无线吸尘器迷你手持便携式车载家用吸尘器批发礼品,199.00,0,0.0,0,https://detail.1688.com/offer/597618268810.html
深圳市优吉品科技有限公司,3,A级,139,84,15.66%,14.00%,车载吸尘器汽车用无线小型专用吸尘车载两用大功率手持式强力,189.00,1,5.0,76,https://detail.1688.com/offer/608729729052.html
深圳市新壹城科技有限公司,1,A级,265,204,4.95%,1.00%,新款车载吸尘器迷你手持无线车用吸尘器两用便携式强吸汽车吸尘器,150.00,30,5.0,593,https://detail.1688.com/offer/609619071935.html
义乌市梓禾电子商务有限公司,3,A级,107,49,36.73%,13.00%,厂家（大号）车用吸尘器车载吸尘器手提式干湿两用车载吸尘器,8.10,9,5.0,0,https://detail.1688.com/offer/550477815763.html
永康市白启五金制品厂,2,A级,146,48,18.75%,3.00%,厂家直销便携式无线锂电车载吸尘器强吸力大功率迷你车内任意吸,50.00,0,0.0,13,https://detail.1688.com/offer/600233475788.html
义乌市建炎汽车用品有限公司,6,BBB级,5283,2356,25.19%,4.00%,60W瓦大功率汽车用手提式吸尘器车载便携干湿两用车载吸尘器批发,8.20,208,5.0,63,https://detail.1688.com/offer/43067097557.html
义乌市卡百年汽车用品有限公司,10,AAA级,420,274,23.51%,4.00%,正品尤利特车载吸尘器12V超强吸力干湿两用大功率汽车用吸尘器,27.00,0,5.0,0,https://detail.1688.com/offer/524393915734.html
深圳市梵创商贸有限公司,5,A级,1743,295,30.42%,16.00%,机乐堂车载无线吸尘器汽车多功能大功率干湿两用家用手持式便携,86.00,5,5.0,1,https://detail.1688.com/offer/532195725808.html
义乌市浩缘汽车用品有限公司,3,AAA级,15400,5416,26.41%,3.00%,四合一车载吸尘器充气泵多功能强力打气泵车家用干湿两多用大功率,55.00,3,5.0,36,https://detail.1688.com/offer/606028788965.html
余姚逸飞汽车用品有限公司,2,AA级,1317,156,33.12%,2.00%,车载吸尘器充气汽车打气泵强力专用两用车用家用小型大功率四合一,70.00,17,4.4,69,https://detail.1688.com/offer/577951614603.html
义乌市顺祺贸易有限公司,4,AA级,2694,1231,17.71%,3.00%,日式家用车用便携式小巧吸尘器车用强力家用汽车内迷你车载吸尘器,115.20,1,5.0,0,https://detail.1688.com/offer/587089216707.html
弘尚科技（深圳）有限公司,2,AA级,107,36,30.56%,6.00%,AutoBot无绳吸尘器大功率充电迷你小型便携手持汽车内车载用微型,280.00,2,5.0,0,https://detail.1688.com/offer/569288681698.html
深圳市福田区麦寇电子经营部,4,A级,128,26,30.77%,4.00%,无线吸尘器迷你充电大功率汽车用品车载吸尘器,199.00,0,0.0,0,https://detail.1688.com/offer/609127515533.html
济南槐荫卡尔诺汽车用品商行,3,A级,24,18,16.67%,22.00%,Autobot车载吸尘器车载无线充电车用家用迷你无线吸尘器厂家,399.00,0,0.0,0,https://detail.1688.com/offer/574522348647.html
深圳市宾宝仕实业有限公司,1,BBB级,31,21,19.05%,0.00%,吸尘器手持无线车载家用两用吸尘器4000PA大吸力无线款可水洗,140.00,0,0.0,0,https://detail.1688.com/offer/601765078041.html
深圳市福田区恒泰通源电子商行,5,AA级,80,42,30.95%,7.00%,车载用吸尘器礼品批发迷你无线干湿两用汽车大功率手持吸尘器,135.00,0,0.0,0,https://detail.1688.com/offer/607596019319.html
深圳市南山区盈方恒达电子商行,1,BBB级,78,42,35.71%,3.00%,跨境新款车载吸尘器无线大功率汽车手持吸尘器深圳厂家批发,85.00,3,5.0,0,https://detail.1688.com/offer/593094225423.html
深圳市展变科技有限公司,1,AA级,99,54,12.96%,7.00%,车载吸尘器手持无线吸尘器汽车迷你便携式車載吸塵器微型强吸力,132.00,0,0.0,0,https://detail.1688.com/offer/607950747635.html
义乌市莫云电子商务商行,3,AA级,3213,1055,27.84%,3.00%,车载吸尘器充气泵二合一多功能干湿两用吸尘器汽车迷你吸尘器,30.00,5,5.0,20,https://detail.1688.com/offer/562842782994.html
沭阳县潼阳镇朗天加商店,1,BBB级,20,15,28.57%,46.00%,立奇无线吸尘器大功率家用强力车载手持迷你静音锂电充电小型宠物,199.00,0,0.0,2,https://detail.1688.com/offer/604939777332.html
上海彩叠实业有限公司,4,AAA级,4823,897,34.38%,5.00%,跨境autobotV迷你大功率吸尘器便携手持车载吸尘器小型无线除尘器,219.00,0,0.0,3,https://detail.1688.com/offer/607863602559.html
义乌市中保电子商务商行,2,A级,386,146,41.78%,4.00%,车志酷3607四合一车载打气泵汽车吸尘器应急照明测胎压,70.00,1,5.0,0,https://detail.1688.com/offer/568545466459.html
义乌市马丽汽车用品有限公司,9,AA级,1289,503,28.06%,3.00%,尤利特608C无线车载吸尘器12V汽车干湿两用家车两用吸尘器充电,35.00,2,5.0,0,https://detail.1688.com/offer/592883842381.html
义乌市梓谕电子商务商行,1,BBB级,22,18,11.76%,21.00%,四合一车载吸尘器充气泵汽车打气泵数显120W大功率多功能家车两用,60.00,0,0.0,2,https://detail.1688.com/offer/600430424647.html
平阳县立昌工艺品厂,4,A级,109,59,27.12%,4.00%,车载家用吸尘器两用迷你大功率小型充电吸尘器手持无线式新款定制,70.00,0,0.0,0,https://detail.1688.com/offer/575759932039.html
义乌市恒雄汽车用品厂,3,AA级,4365,1929,28.81%,4.00%,75W大功率手提式车载吸尘器迷你便携式汽车干湿两用除尘器吸尘器,8.40,382,5.0,74,https://detail.1688.com/offer/547297772497.html
深圳市科物酷科技有限公司,2,A级,1952,500,32.67%,4.00%,三板斧手持车载迷你吸尘器usb充电无线家用电脑键盘清洁器批发,102.40,7,5.0,2,https://detail.1688.com/offer/576562143828.html
义乌市屠雄汽车用品有限公司,4,AA级,4981,2107,23.92%,5.00%,车载吸尘器轮胎充气汽车打气泵12V车用车家两用干湿大功率四合一,44.90,155,5.0,7070,https://detail.1688.com/offer/587575876185.html
义乌市瑞恒汽车用品有限公司,9,AAA级,1348,394,38.62%,3.00%,四合一车载吸尘器干湿两用大功率便携式照明充气泵胎压表多功能,70.00,2,4.9,2,https://detail.1688.com/offer/524156369112.html
义乌铭宇汽车用品有限公司,6,AA级,1621,403,49.38%,1.00%,二合一车载吸尘器车用吸尘器吸尘/照明迷你吸尘器,45.00,0,0.0,0,https://detail.1688.com/offer/544810217988.html
汕头市澄海区辉诚玩具厂,3,A级,718,140,26.12%,2.00%,欧堡家用车载吸尘器便携式无线充电款车用干湿两用强大功效礼品,64.00,0,0.0,0,https://detail.1688.com/offer/591005307898.html
深圳美雅欣科技有限公司,2,AA级,2663,650,27.16%,4.00%,Dokiy无线吸尘器便携式迷你车载吸尘器无线手持式家用小型吸尘器,185.00,0,0.0,0,https://detail.1688.com/offer/605712563152.html
深圳市福田区花牧人家具商行,3,BBB级,198,126,12.30%,7.00%,志高吸尘器家用大吸力手持式车载小型迷你静音大功率地毯吸尘机,429.00,0,0.0,0,https://detail.1688.com/offer/603682685310.html
余姚市斯普博塑料贸易有限责任公司,1,BBB级,5,4,25.00%,0.00%,新款充电吸尘器车载无线吸尘器强力键盘笔记本家用微型吸尘器,99.00,0,0.0,0,https://detail.1688.com/offer/606872517351.html
广州闪迪家居用品有限公司,5,AA级,392,190,24.21%,10.00%,宝丽吸尘器汽车迷你充电式大功率吸尘器手持家用车载多用途吸尘器,128.00,3,5.0,1,https://detail.1688.com/offer/571473669717.html
深圳市福田区协腾数码配件批发商行,4,AA级,790,203,35.96%,4.00%,小米生态链清蜓车载便携吸尘器家用手持汽车两用迷你小型强劲吸力,209.00,19,5.0,2,https://detail.1688.com/offer/591970577700.html
深圳市宝安区西乡玩美创意电子厂,3,AA级,217,81,41.98%,3.00%,新款迷你无线车载吸尘器便携小巧高档家用办公室除尘器吸尘杯工厂,199.00,0,0.0,0,https://detail.1688.com/offer/607384067597.html
余姚市朗辰工具厂,6,AAA级,169,95,32.26%,6.00%,120w汽车吸尘器车载吸尘器干湿两用车用大功率吸尘器4.5米铜线,19.00,3,4.9,0,https://detail.1688.com/offer/41619465080.html
义乌市睿才电子商务商行,1,BBB级,297,283,4.63%,1.00%,车用大功率手持式车用吸尘器无线车载车内用USB充电式吸尘器,53.86,3,5.0,8,https://detail.1688.com/offer/607926632698.html
义乌市世雄汽车用品有限公司,4,AA级,375,163,28.13%,4.00%,4.5米便携式车载干湿两用吸尘器大功率100w礼品赠送厂家直销,13.00,1,5.0,0,https://detail.1688.com/offer/570082645890.html
深圳市讯安通科技有限公司,4,AAA级,92,52,18.00%,3.00%,4路SD录像机车载MDVR摄像头AHD倒车影像全景安全监控系统套装,458.00,0,0.0,2,https://detail.1688.com/offer/602394586149.html
东莞市春琼电子科技有限公司,4,A级,48,19,42.11%,2.00%,倒车车载摄像头动态轨迹高清夜视汽车影像后视通用倒车摄像头,75.00,0,0.0,0,https://detail.1688.com/offer/544118935056.html
广州市捷峰电子科技有限公司,5,AA级,894,264,45.04%,1.00%,适用福特全顺一体车载摄像头5寸台式高清屏夜视倒车后视摄像头,75.00,5,5.0,15,https://detail.1688.com/offer/600384462893.html
深圳市精臻达实业有限公司,14,AA级,20,5,40.00%,10.00%,高清行车记录仪4.3后视前后双录倒车影倒车雷达定位器车载摄像头,146.00,1,5.0,0,https://detail.1688.com/offer/525472856351.html
深圳市荣扬盛电子科技有限公司,6,A级,27,16,31.25%,0.00%,星光级夜视高清120度广角汽车小型车载摄像头USB免驱厂家直销,110.00,0,0.0,0,https://detail.1688.com/offer/607551167268.html
广州智恒电子有限公司,3,AA级,130,69,46.88%,1.00%,大众速腾途观奥迪专车专用拉手扣手车载摄像头超高清倒车盲区影像,62.31,52,5.0,10,https://detail.1688.com/offer/562411630063.html
深圳市畅歌电子科技有限公司,4,A级,63,24,58.33%,3.00%,厂家直销千里码品牌无光夜视车载倒车摄像头百万高清倒车摄像头,68.00,1,5.0,0,https://detail.1688.com/offer/549793108805.html
深圳市普振电子科技有限公司,7,AA级,148,33,60.61%,1.00%,大车无线数字信号超高清前后左右倒车车载摄像头720P监控影像系统,580.00,1,5.0,0,https://detail.1688.com/offer/521603491270.html
深圳市金民安科技有限公司,3,A级,20,20,0.00%,9.00%,车载4g摄像头汽车远程监控器大巴防水夜视无线高清摄像机,25.00,2,5.0,0,https://detail.1688.com/offer/563484519067.html
广州众胜行电子科技有限公司,3,A级,58,44,23.26%,2.00%,大巴监控摄像头超高清夜视货车载左右盲区汽车前后视倒车影像系统,120.00,1,5.0,0,https://detail.1688.com/offer/599257286526.html
深圳市裕显电子有限公司,2,A级,65,27,44.44%,3.00%,奔驰斯宾特凌特大众房车高位刹车灯高清车载后视倒车影像摄像头,199.00,1,5.0,0,https://detail.1688.com/offer/593918858076.html
深圳市守望者安防电子有限公司,13,AA级,5,5,0.00%,17.00%,AHD车载摄像头1080P高清车载监控摄像机200万高清大巴监控摄像头,125.00,6,5.0,0,https://detail.1688.com/offer/546338714714.html
